MFCC_mean_1,MFCC_mean_2,MFCC_mean_3,MFCC_mean_4,MFCC_mean_5,MFCC_mean_6,MFCC_mean_7,MFCC_mean_8,MFCC_mean_9,MFCC_mean_10,MFCC_mean_11,MFCC_mean_12,MFCC_mean_13,MFCC_std_1,MFCC_std_2,MFCC_std_3,MFCC_std_4,MFCC_std_5,MFCC_std_6,MFCC_std_7,MFCC_std_8,MFCC_std_9,MFCC_std_10,MFCC_std_11,MFCC_std_12,MFCC_std_13,F0_mean,F0_std,label,gender,filename
-132.1941629,0.418189551,-0.139055072,-3.51838077,-6.337141961,-3.249726414,-3.012902743,-3.158557455,-4.267169519,-5.86831519,-6.400096563,-5.454443696,-4.050521407,69.17844554,4.909629136,5.505399733,7.531457859,10.04942898,9.045374303,10.33863907,8.779853208,9.129802841,10.87229179,10.32465914,10.17967162,7.318387016,112.0596942,44.00406138,lie,F,trial_lie_003_speakerF_segment01.wav
-42.45937975,-2.284188095,-0.334944725,-6.994503489,-23.50356472,-20.1726088,-14.85118013,-11.86683455,-12.28371415,-19.23420398,-16.5236925,-10.68831502,-11.48753039,10.81302741,8.151596601,10.0101516,12.51640823,10.36249094,12.18839488,13.49801107,15.99622785,11.89705049,14.53334315,10.74674406,10.41928131,8.942446486,206.3612291,30.98988797,lie,F,trial_lie_004_speakerF_segment01.wav
-89.04985948,-0.792721503,-1.062539118,-4.961462601,-14.50090038,-13.38715099,-9.668091171,-5.768972439,-5.114729046,-10.46700617,-9.646425995,-7.107287905,-5.438598771,64.58550435,6.574812998,9.050452307,10.59754007,12.92086819,13.56409667,13.04783034,13.27441552,10.44081549,14.53647592,12.13138892,10.34977367,8.25852228,196.4320357,43.19955373,lie,F,trial_lie_004_speakerF_segment02.wav
-42.00951571,-1.301157382,4.279962591,-2.367293793,-18.76500751,-17.14032844,-15.86738955,-16.42967134,-12.05145268,-14.50415918,-15.60062635,-11.07370653,-9.292690245,8.824008021,9.518951945,10.11267173,13.5746492,11.27962473,14.36704583,14.51305678,14.16752452,11.71294351,13.97568434,10.49245059,11.01845164,9.706957055,192.1624825,26.44067632,lie,F,trial_lie_005_speakerF_segment01.wav
-43.31821991,-1.124252194,5.159747829,-2.016848699,-19.67535086,-18.21173678,-17.3798925,-20.83331065,-15.28430253,-13.89741275,-12.95609114,-10.96721425,-11.18500322,9.157634766,8.828499778,9.124490166,13.09851701,11.38207623,13.55621942,14.39810322,15.4601198,12.29495077,12.02015095,10.56762713,10.61727159,8.828406533,188.9642451,33.13624275,lie,F,trial_lie_005_speakerF_segment02.wav
-46.28316702,-0.20851651,4.601448811,-3.182088929,-20.78674725,-19.8446302,-15.80546512,-16.27714422,-12.22369386,-13.58449498,-14.04874871,-12.8213816,-11.47755119,10.76093787,8.657679238,9.593555791,13.62429898,11.55227383,13.22647887,12.2088008,13.67209267,11.13809529,12.65679513,10.63457805,11.64313588,9.712029602,190.8792208,44.51586844,lie,F,trial_lie_005_speakerF_segment03.wav
-44.4007759,-1.286104689,0.928815511,-5.448668207,-20.92393039,-15.8066325,-11.27832767,-10.55795425,-10.39518338,-15.79300483,-15.9145003,-13.00807183,-11.0711032,11.91897317,9.810522204,9.844460749,13.02732012,10.57202594,14.79649957,12.42639121,14.76528488,10.83474303,13.56225495,9.201172134,11.36583429,9.422236467,173.93911,46.20536185,lie,F,trial_lie_005_speakerF_segment04.wav
-44.86461055,-2.551685265,-2.641520596,-9.072906402,-20.85766018,-14.04332665,-12.45261616,-14.53429355,-12.91901913,-13.46572195,-15.36481772,-11.96625146,-9.041345526,9.852338247,8.617340622,10.75203442,13.32120584,11.3140473,16.41970713,13.6493047,11.79687636,10.89987482,14.32633031,10.55314677,10.89354106,9.382979833,202.4073893,11.11491293,lie,F,trial_lie_005_speakerF_segment05.wav
-48.78244296,-1.196803533,2.610929833,-4.809993798,-19.61662602,-15.64369758,-13.05729245,-16.22395235,-13.92608633,-14.14334805,-13.77641891,-11.69104293,-10.51621663,10.62851768,9.088880328,11.09583931,14.99348182,11.38450028,14.94553721,13.70451,14.5312812,11.79643596,13.51063734,11.70893054,11.64959769,8.934655828,190.9195437,32.57976004,lie,F,trial_lie_005_speakerF_segment06.wav
-46.35825736,1.421218063,4.265521841,-3.927453059,-21.33215465,-20.90967783,-16.57888765,-12.50340894,-10.99846105,-16.12023308,-14.32804816,-11.87497872,-11.26231453,10.28958422,8.818907427,9.271414062,11.13144656,11.58418647,12.04772279,13.01613369,15.43972505,11.37599649,13.92531982,10.78122431,10.10333626,10.07120502,179.1890544,42.20245459,lie,F,trial_lie_005_speakerF_segment07.wav
-45.94127416,-2.536959175,-3.289868549,-9.882818289,-24.94046296,-23.08911942,-23.80790857,-18.93294112,-12.05317516,-10.60241595,-12.59548606,-14.91130613,-10.1548294,11.46104052,7.518499302,11.38552007,12.91769046,11.6361413,13.15554605,15.43244927,13.25136122,12.79432389,14.67134635,13.07342226,12.0766234,11.22378356,235.8128564,35.66377478,lie,F,trial_lie_006_speakerF_segment01.wav
-41.85704511,-3.02104315,-5.698097071,-10.78652512,-25.00962439,-22.93162953,-23.38306173,-17.79740259,-11.07118215,-11.89060966,-15.17551797,-16.56311593,-12.70975839,10.59179603,8.318029827,11.25683337,13.23652376,10.80886709,13.50995429,13.08595416,11.75679669,11.78322416,15.8267523,12.31347831,11.02114345,9.662827873,239.9679664,34.53248291,lie,F,trial_lie_006_speakerF_segment02.wav
-43.00163699,-2.026902443,2.746838982,1.161378295,-10.17146715,-8.69446347,-14.68627263,-7.586400305,-7.332163431,-4.976140712,-9.969111983,-10.34529149,-8.21751732,6.917730453,6.764844946,6.26457576,8.78952616,8.0617851,10.67681805,11.52147466,9.842310049,10.83331656,10.3278694,9.82782196,9.431532854,8.796477212,172.2337326,29.64886223,lie,F,trial_lie_007_speakerF_segment01.wav
-42.25790989,-3.543427486,-1.505947006,-3.93383421,-10.36428805,-6.769003241,-14.7152973,-7.793695609,-5.734840794,-5.490248307,-12.15070055,-12.13687492,-7.90339363,8.416790851,6.209382893,8.489921496,9.924958559,7.019625702,13.12282171,12.14278817,9.86736399,9.957790805,10.58887447,10.96709602,10.10496101,9.180673192,173.743392,31.81895798,lie,F,trial_lie_007_speakerF_segment02.wav
-40.11756804,-3.223244949,0.049402457,-1.010273852,-13.18520708,-8.338717251,-13.53487888,-11.52768996,-9.474589068,-5.963955192,-10.91845254,-10.19509812,-7.606166398,7.72128119,8.000817415,7.672765072,10.78136065,8.803590982,12.65881797,12.31080145,10.80205844,11.54509026,9.183720801,9.985232352,10.64265792,8.807451185,200.9323718,22.46809309,lie,F,trial_lie_007_speakerF_segment03.wav
-43.71929716,-2.299228715,-0.546300255,-2.230261217,-12.73696704,-9.732397671,-16.82792977,-9.21794601,-7.814223921,-8.448163108,-13.37210602,-12.52672438,-10.39260306,7.092162653,7.398806557,6.754117503,9.565086389,8.073776846,9.764481446,12.20884874,9.659923058,9.935389683,10.32436875,9.287312452,10.18080473,7.923373982,201.632552,22.72341754,lie,F,trial_lie_007_speakerF_segment04.wav
-40.77818949,-2.314578647,2.900308868,2.042359142,-7.885070527,-6.099717448,-12.82853173,-6.379991662,-6.352715796,-6.366462776,-13.99961276,-12.31214073,-7.364766063,6.962844618,6.548393542,6.516492764,9.235510945,8.495084549,11.21991684,11.81409214,9.523651547,10.92960645,10.56374063,10.00657121,10.33189295,9.058085317,183.4682659,6.143787857,lie,F,trial_lie_007_speakerF_segment05.wav
-61.7301624,-3.043513153,-1.056693138,-4.344103709,-9.480441512,-3.29271981,-8.659635023,-5.112507201,-5.04566648,-4.031985572,-10.08415907,-9.041322828,-6.007752141,50.94395415,5.705897022,7.917376417,8.63473863,8.73887544,11.02997561,10.29983833,8.588239098,9.576002844,10.7620673,10.61188217,10.68406471,9.40900584,199.3470743,18.64141742,lie,F,trial_lie_007_speakerF_segment06.wav
-40.09296678,-1.731681326,2.694286838,1.612699387,-5.986248449,-3.046883942,-9.619270475,-5.979952896,-6.217642049,-5.843984988,-10.88933319,-10.92265861,-6.805144151,6.110050004,5.300997009,6.41272911,8.681121909,7.325961388,10.06722147,10.61054956,8.590532617,9.726016109,10.17312085,9.949417312,9.994944991,8.791248745,185.8111583,8.587741391,lie,F,trial_lie_008_speakerF_segment01.wav
-39.90344426,-1.654802247,-0.056650572,-2.432190425,-10.25202404,-4.318717226,-13.38267687,-9.156999307,-8.261022565,-6.523178873,-12.80270131,-13.348951,-7.952313901,8.016676355,6.379532995,8.15682415,9.931610957,7.645246669,12.13998822,12.29173303,10.42217376,10.4252316,9.406963541,10.14422799,10.63550889,8.552274186,188.2665871,38.04217295,lie,F,trial_lie_009_speakerF_segment01.wav
-43.04532509,-2.09864984,-0.562820745,-2.40697266,-8.22070373,-3.415465975,-12.80159829,-7.304786658,-6.410592118,-6.995144279,-14.94097237,-12.28794635,-4.987059524,7.137159229,6.742499061,7.205897919,9.077654509,7.200578316,10.93514713,11.95126913,10.1366461,10.22041925,9.892537514,9.748180516,10.22800339,8.7496596,163.5017043,52.26917672,lie,F,trial_lie_009_speakerF_segment02.wav
-41.24155003,-1.503951312,0.480628482,-1.534836661,-9.749472887,-5.938637216,-15.34243789,-8.649248356,-6.35951796,-6.186890361,-12.65881324,-13.94402078,-8.149784922,9.200564525,6.921881557,7.652599717,9.36066218,9.192449039,12.38477609,12.31459845,10.85812163,11.04389874,11.11537063,10.72525508,9.597159204,8.025341982,189.8131113,7.353841993,lie,F,trial_lie_010_speakerF_segment01.wav
-42.81850173,-2.114190286,-0.281538955,-3.179221287,-8.964083009,-2.71795712,-10.22402695,-5.015522933,-5.688186974,-6.197322611,-11.7789459,-10.56630563,-5.786383899,8.061259881,7.152813235,6.784652457,8.30487507,8.403086074,11.92587557,13.28929858,9.880049613,10.43588879,10.27284036,11.46972396,11.6393312,9.98732074,171.916724,38.50486512,lie,F,trial_lie_010_speakerF_segment02.wav
-56.08709221,-2.655402407,-0.056680384,-2.70933794,-7.786407121,-3.167941226,-11.28853124,-6.000146539,-5.182180875,-4.355608497,-10.68506152,-9.282576425,-4.832356704,42.89044306,7.653669031,7.371017774,8.529794874,7.774848117,9.976604033,13.52491963,9.197068156,10.23750834,9.893774286,10.34715544,11.20038537,8.558414388,176.7511238,40.57912581,lie,F,trial_lie_010_speakerF_segment03.wav
-45.43889066,-5.380768565,-1.007297195,-4.399748204,-13.17859718,-9.332299182,-14.74370107,-9.644804185,-9.55053907,-9.348805046,-13.66869943,-10.87508578,-6.630811111,10.76340242,6.235717187,8.154861883,9.203772017,9.54245926,13.9043676,13.82954124,9.617965725,9.395242015,10.82312274,10.90611183,9.994636306,8.377038291,217.4637682,26.02116952,lie,F,trial_lie_011_speakerF_segment01.wav
-40.85069227,-3.57241317,1.123016002,-0.688678502,-12.59878172,-9.747461797,-13.79335218,-9.653304238,-9.643241756,-7.76195312,-10.83630706,-9.126657044,-5.259997865,8.756707324,6.784842376,7.166314726,9.684746892,8.708368978,12.78916985,12.82701435,9.822450755,11.47046153,9.766996621,9.817175594,10.50254761,9.551386327,202.3552984,17.72388399,lie,F,trial_lie_011_speakerF_segment02.wav
-52.81742623,-3.104117794,0.2209878,-1.617314533,-11.36909195,-5.723886199,-11.34988513,-8.449711708,-8.209395134,-7.076499039,-9.479867089,-8.773237416,-5.327934513,39.44278677,7.596571254,6.880103243,8.850331431,8.886179221,10.56638715,12.44368359,9.627672548,10.63535883,10.66053209,10.12499328,9.342289203,7.689624332,198.9114958,27.08568619,lie,F,trial_lie_011_speakerF_segment03.wav
-48.2275519,-0.803788287,2.872198388,4.688471212,-4.264872296,-1.815610479,-10.08988126,-4.884335943,-9.042592884,-9.622715037,-14.83871114,-13.25456589,-8.862119147,39.03868157,5.548989942,6.462493026,9.0539117,7.027546148,9.55825596,11.15273701,8.141694392,10.83607864,10.70532737,10.0209149,9.228076724,8.670713565,197.6529231,12.59029313,lie,F,trial_lie_012_speakerF_segment01.wav
-42.86933781,-2.665665508,-0.312406179,-3.97018306,-12.72696871,-5.694957577,-9.989911398,-6.012411384,-8.048208171,-6.987370137,-13.81638341,-12.71996246,-7.942891333,7.163549533,6.41990205,7.619415299,9.600306876,9.003659773,10.87119879,12.39775033,10.12993551,10.68197483,10.49888887,9.69163839,10.1800158,9.10142406,187.8082512,23.87074183,lie,F,trial_lie_013_speakerF_segment01.wav
-44.19916314,-4.093817829,-2.487972631,-5.717296522,-12.04582065,-5.263832905,-10.32348995,-7.551244744,-7.823452533,-9.042704107,-15.32601219,-13.64472105,-8.269778914,9.478796501,6.86708451,7.466824215,9.375110791,9.379729665,12.65928194,11.26309886,10.55176443,11.02373271,10.93773227,10.26314742,9.552683323,8.330708839,199.2259361,18.16830575,lie,F,trial_lie_013_speakerF_segment02.wav
-37.43690198,-3.138905057,-4.2162955,-10.70046714,-23.3165967,-24.27276853,-22.53305867,-20.84044993,-15.07993557,-14.59209872,-18.77605288,-16.33548932,-13.03472559,6.365900331,7.016801594,7.419471486,9.484898479,8.760689249,12.05929149,10.59247091,10.15697957,11.55418992,11.12961287,10.36426569,10.29919705,9.562939224,221.1034758,13.99647911,lie,F,trial_lie_014_speakerF_segment01.wav
-55.16628559,-3.041380441,-4.9699155,-11.69845593,-22.04490764,-19.70641975,-18.90042263,-18.70034306,-14.38819248,-14.04952707,-17.14624671,-10.80153718,-7.424561726,46.52492394,6.913543135,7.279323163,9.617480847,12.08230683,14.70238259,13.49829473,12.62561331,13.7184686,11.11379821,10.55186173,10.52025143,10.3870236,191.3687791,24.93550936,lie,F,trial_lie_014_speakerF_segment02.wav
-43.90164258,-0.234702226,-2.726660896,-8.925894951,-24.24221478,-26.60821439,-23.3586736,-19.28820732,-14.24144307,-17.87498042,-19.11057531,-11.66691032,-5.235648131,8.105152064,8.451087051,8.121861164,9.828157872,11.12652044,12.72329653,12.01805497,10.80866206,12.75033073,12.26478711,10.67750825,9.684335683,11.65196946,192.1002896,15.49413891,lie,F,trial_lie_015_speakerF_segment01.wav
-40.94273372,-1.001058274,-4.824341607,-11.43591632,-22.91272393,-23.39896224,-21.66631338,-15.56971079,-11.04722695,-18.10183643,-22.31584622,-12.40448331,-3.294408959,7.854336999,6.77686725,8.235137325,8.200493963,9.492583939,12.129928,11.59020058,10.18644059,14.36522139,11.97533024,10.58873937,9.383811989,11.55210363,193.096048,21.42780871,lie,F,trial_lie_015_speakerF_segment02.wav
-41.0168097,-2.668432803,-4.801439343,-11.68862986,-22.83954255,-23.42785925,-21.62165076,-16.44997066,-12.14587436,-18.5536974,-21.71017799,-13.23971308,-4.974751957,7.153296601,7.148512889,7.148603729,8.989385553,9.397366605,12.11877487,11.79603235,11.36421159,11.19241107,10.57520797,10.78704711,8.87109727,11.35363149,184.3904641,10.69077978,lie,F,trial_lie_015_speakerF_segment03.wav
-62.95542139,-0.538521327,-4.368869482,-10.42781023,-18.20023313,-17.68838514,-18.47649666,-15.49903196,-12.29517892,-17.29351047,-19.30921021,-11.99291328,-3.579046255,47.76933899,5.233413743,7.623783165,8.569625381,10.94437294,12.59816777,12.55846756,12.22044437,11.77929344,12.0059694,13.150715,9.659129378,10.61999046,191.5994838,14.15091216,lie,F,trial_lie_015_speakerF_segment04.wav
-39.96334922,-1.999495574,-7.353971947,-14.02174581,-26.39382319,-23.67645325,-18.59569079,-13.18888919,-12.04440063,-21.80179095,-24.64780299,-14.29070078,-5.260198496,7.638967629,6.901841354,7.66581616,8.967275694,9.471543965,11.0821442,11.98117427,11.8506458,12.60991963,10.46638761,11.0739607,9.972563001,11.6539986,187.1640668,17.67631254,lie,F,trial_lie_016_speakerF_segment01.wav
-38.95172226,-1.683339568,-8.886121483,-15.90985239,-24.84742627,-22.51208414,-22.98198657,-15.22327957,-9.033765433,-18.5654117,-23.91026637,-16.64760462,-6.465366891,7.208591516,6.594319583,7.871753102,8.009270636,9.201942209,10.17047506,12.90937493,11.36232183,14.21718782,12.15938784,10.84132647,10.66058072,11.04716534,185.8342978,29.15729884,lie,F,trial_lie_016_speakerF_segment02.wav
-40.59583823,-1.999857328,-7.111162586,-14.16063991,-24.22947002,-21.4333482,-20.27807209,-15.69201416,-11.82219913,-21.42905522,-25.23766552,-13.55760343,-2.893760466,6.402316832,7.745397721,7.476419979,9.083815263,10.28058552,12.09923535,10.32191523,12.85448901,13.91758415,11.54206824,11.13390765,9.505339013,11.30246303,177.3271938,18.29101739,lie,F,trial_lie_016_speakerF_segment03.wav
-42.02095404,-2.241428357,-4.508121292,-11.81096919,-20.55983539,-19.46517266,-18.97331268,-17.03249806,-16.47794227,-20.47978096,-20.95591071,-12.27325083,-4.824875348,8.544593228,5.431547372,7.733126033,8.863625934,8.11477725,12.67608737,10.64533553,9.062100741,12.44958521,11.20218586,9.51554901,8.312577063,9.383936662,180.079485,10.75204485,lie,F,trial_lie_016_speakerF_segment04.wav
-49.42655558,-1.911841504,-4.908447359,-12.15518066,-20.56339763,-21.92121848,-21.10654925,-14.57971371,-10.40475371,-18.72643138,-21.56027395,-13.00118594,-3.280405921,32.28466727,6.296004293,7.307157307,8.024479052,10.02382027,11.21810171,11.41168566,11.97168785,12.02430644,11.91411623,11.95679419,9.754499278,12.04688549,189.1332033,16.21231992,lie,F,trial_lie_016_speakerF_segment05.wav
-39.28360726,-1.556141686,-6.101103805,-13.66520665,-22.33299582,-23.02156551,-22.93576716,-18.82175063,-13.15741797,-20.17305699,-22.93321143,-13.01398769,-2.515787399,7.750546996,7.292754497,7.426578736,7.511477705,10.53262847,11.4670191,10.09402523,11.8991688,15.0051023,11.58583095,11.6772777,10.37697153,12.10391256,194.2983786,14.43804341,lie,F,trial_lie_017_speakerF_segment01.wav
-40.50657285,-2.388101072,-4.248856204,-11.79748264,-23.15354432,-25.41844954,-22.46775406,-17.15465653,-14.33503821,-16.98190873,-22.91243782,-13.9713381,-5.561206128,7.668490679,6.05809729,7.31623647,9.508047219,8.801384599,10.88656532,10.60254243,11.51508728,11.41975677,10.37279136,10.88883451,10.23734025,11.22462308,178.4665008,8.97638732,lie,F,trial_lie_017_speakerF_segment02.wav
-40.64044773,-1.97338715,-5.817192648,-13.2295317,-23.24503049,-23.29193589,-20.93269731,-17.4159208,-14.99654429,-20.22857696,-23.27210904,-12.58530808,-3.453504869,7.054035349,6.398434178,7.631883037,7.640339181,11.12352433,10.89318763,10.91334642,11.5021353,11.86155786,12.14159791,10.30008912,10.82246847,12.16798612,177.6365928,8.998218483,lie,F,trial_lie_017_speakerF_segment03.wav
-39.22582645,-3.543980518,-2.800323701,-10.58652572,-22.40021693,-24.76282442,-23.81078868,-19.61089684,-12.43707967,-14.92312506,-18.93645887,-12.98147915,-7.257293184,7.626292922,7.255555951,7.775479807,9.460435128,10.23622472,11.26600725,12.45739305,10.1843956,12.67956061,9.925742087,9.257860891,9.424833423,9.783379864,184.5926826,12.1029396,lie,F,trial_lie_017_speakerF_segment04.wav
-40.46146787,-2.092165046,-4.272746677,-12.62107573,-23.73226983,-23.15931992,-19.17031268,-17.8770366,-15.74113012,-20.0659553,-22.16274681,-13.5378525,-6.383146179,6.150831627,6.284009977,7.54947616,9.00149525,9.51673238,11.73847153,11.03809581,11.88374429,12.19117124,10.81467794,10.39789745,9.329814987,10.26996499,180.6444244,10.86621474,lie,F,trial_lie_017_speakerF_segment05.wav
-120.9323644,-1.162534373,-0.788473672,-4.119159709,-8.835393977,-11.11529653,-9.169201302,-8.448800824,-7.729060219,-9.465748357,-9.346802843,-4.865543797,-1.332204255,71.90574904,4.554789832,4.731164252,6.971148186,11.63856173,14.30413476,12.28089802,11.11412063,12.0339862,13.28331592,12.51819728,8.07143818,8.863120665,181.2496907,9.683509925,lie,F,trial_lie_017_speakerF_segment06.wav
-39.20828482,-4.346148983,-5.332913836,-11.62282193,-24.24771628,-23.25293547,-23.4175221,-16.23870411,-10.45824243,-18.47621734,-20.64276024,-12.11522598,-6.53718442,7.667198806,7.6267264,7.49395889,9.350113043,9.510938482,12.7364864,11.71412647,11.15723969,12.88705967,12.44272033,11.26284706,10.87166951,12.01346302,200.8740391,16.9520228,lie,F,trial_lie_018_speakerF_segment01.wav
-37.69887482,-3.767804563,-5.815979097,-11.71189479,-23.77535181,-24.06931468,-21.54755811,-14.75427821,-11.02761827,-18.17643097,-22.85238696,-15.25256669,-7.430464829,6.792550382,5.659697505,8.94635753,10.40093671,9.276856892,13.34584654,10.22075395,12.77309855,11.93220711,11.02748044,10.21941587,10.02110448,10.25694699,185.6477707,13.12586296,lie,F,trial_lie_018_speakerF_segment02.wav
-42.36610804,-3.057622417,-6.224763248,-13.42132721,-23.1170092,-22.52359962,-22.66324631,-19.47956803,-12.13423347,-15.67736403,-20.39529974,-13.24834908,-4.934070817,7.361293384,7.737668345,8.426654094,9.364752567,9.582840128,11.54807681,14.02314774,11.28518331,13.16370485,12.06069383,11.71886186,10.13386435,11.6168052,180.6191243,29.16942065,lie,F,trial_lie_018_speakerF_segment03.wav
-40.85499229,-2.978625932,-4.842062778,-10.53594569,-23.39251281,-26.05932099,-23.0991171,-16.95636349,-12.19677786,-18.13027078,-20.9873659,-12.97343265,-5.098701661,7.385613721,6.323953,6.886780716,8.439937798,9.597095557,11.75446727,11.9860219,9.889540776,13.72609568,11.73310302,10.90441651,9.207164529,10.96935589,185.9568668,12.99666388,lie,F,trial_lie_018_speakerF_segment04.wav
-97.55317867,-1.509059782,-2.456758986,-7.777450134,-13.710274,-12.12578057,-11.56345352,-10.30382745,-7.727216464,-11.24126798,-12.40055295,-6.975837936,-3.570340584,71.24012151,6.063761519,6.379361229,9.149322913,13.4915974,14.16299882,13.30251054,13.38718332,13.58129423,13.13753764,13.44756985,9.624281469,9.171539591,182.7281824,13.25487034,lie,F,trial_lie_018_speakerF_segment05.wav
-39.85470714,-3.759168493,-5.706708683,-13.76331765,-25.98234734,-23.7458593,-19.68438917,-16.22092143,-11.67501779,-16.72309315,-20.89203048,-13.58971411,-6.875750802,6.374308366,7.750394216,8.794415338,9.355195349,10.75901322,11.87056448,11.48276432,11.80484904,13.22912168,11.93324396,11.33016401,10.62675814,11.95614462,186.8500431,15.95931858,lie,F,trial_lie_019_speakerF_segment01.wav
-41.12657358,-2.79914955,-5.391608483,-13.88653591,-23.04912641,-23.35355508,-20.02703273,-16.57170778,-14.12444928,-19.53246296,-20.35503641,-11.70832894,-3.474806736,7.72180255,7.356138881,8.558647353,9.748155844,10.50626435,12.53551738,11.34603452,10.34544055,11.45507148,11.46070985,10.77526686,8.540417734,10.8431177,180.1513809,17.10166361,lie,F,trial_lie_019_speakerF_segment02.wav
-38.68495087,-3.695681065,-6.427694976,-13.10139136,-23.01331362,-21.38170757,-21.54585645,-18.637696,-13.89093915,-18.83804458,-22.84215234,-14.1593017,-5.038652069,6.373742725,7.347915316,7.842801352,9.192034705,9.391301788,13.35981182,11.73217984,9.960418654,10.4298172,11.01144199,10.70000339,10.15782612,11.20689313,176.0496013,10.83699821,lie,F,trial_lie_019_speakerF_segment03.wav
